gan'zhi'gan 乾之乾：道陟石阪，胡言连蹇。译喑且聋，莫使道通。请谒不行，求事无功。
tong'ren'zhi'dun 同人之遯：安和泰山，福禄屡臻；虽有豺虎，不能危身。
tong'ren'zhi'da'zhaung 同人之大壮：老目瞢眠，不知东西；君失理命，以直为伛。王珍其宝。
tong'ren'zhi'jin 同人之晋：植璧秉圭，请命于河；周公克敏，冲人瘳愈。
tong'ren'zhi'ming'yi 同人之明夷：大王执政，岁熟民富；国家丰有，主者有喜。
tong'ren'zhi'jia'ren 同人之家人：争讼相背，和气不处；阴阳俱否，谷风无子。
tong'ren'zhi'kui 同人之睽：齐鲁争言，战于龙门；构怨结祸，三世不安。
tong'ren'zhi'jian 同人之蹇：鹿得美草，鸣呼其友；九族和穆，不离邦域。
tong'ren'zhi'jie 同人之解：百里南行，虽徵复明；去虞适秦，为穆国卿。
tong'ren'zhi'sun 同人之损：梅李冬实，国多寇贼；乱扰并作，王不能制。
tong'ren'zhi'yi 同人之益：府藏之富，王以赈贷；捕鱼河海，苟罔多得，巨蛇大輶。战于国郊，君遂走逃。
tong'ren'zhi'kuai 同人之夬：杜飞门启，患忧大解；去老乘马，不为身祸。
tong'ren'zhi'gou 同人之姤：宜昌娶妇，东家歌舞，长乐欢喜。
tong'ren'zhi'cui 同人之萃：正阳之央，甲氏以亡；祸及留吁，湮灭为墟。
tong'ren'zhi'sheng 同人之升：鸟过稻庐，甘乐???鰌；虽驱不去，田畯怀忧。
tong'ren'zhi'kun 同人之困：跛踦俱行，日暮车伤，失旅乏粮。
tong'ren'zhi'jing 同人之井：龙门水穴，流行不害；民安其土，君臣相保。
tong'ren'zhi'ge 同人之革：山陵四塞，遏我径路；欲前不得，复还故处。
tong'ren'zhi'ding 同人之鼎：两虎争鬭，血流漂杵；城郭空墟，蒿藜塞道。
tong'ren'zhi'gen 同人之艮：龙生无常，或托空叶；凭乘风云，为尧立功。
tong'ren'zhi'zhen 同人之震：依叔墙隅，志下心劳；楚亭晨食，韩子低头。
tong'ren'zhi'jian 同人之渐：魁行摇尾，逐云吹水；污泥为陆，下田为稷。
tong'ren'zhi'gui'mei 同人之归妹：跛踦相随，日暮牛罢；陵迟后旅，失利亡雌。
tong'ren'zhi'feng 同人之丰：三人俱行，北求大牂；长孟病足，请季负囊；柳下之宝，不失骊黄。
tong'ren'zhi'lv 同人之旅：凤凰在左，麒麟在右；仁圣相遇，伊吕集聚；伤害不至，时无殃咎，福为我母。
tong'ren'zhi'xun 同人之巽：乘筏渡海，虽深不殆；曾孙皇祖，累累具在。
tong'ren'zhi'dui 同人之兑：比目四翼，来安吾国；赍福上堂，与我同床。
tong'ren'zhi'huan 同人之涣：娶于姜吕，驾迎新妇；少齐在门，夫子悦喜。
tong'ren'zhi'jie 同人之节：螟?为贼，害我稼穑；尽禾单麦，秋无所得。
tong'ren'zhi'zhong'fu 同人之中孚：衣裳颠倒，为王来呼；成就东周，邦国大休。
tong'ren'zhi'xiao'guo 同人之小过：王孙季子，相与为友；明允笃诚，升擢庆举。
tong'ren'zhi'ji'ji 同人之既济：踊泉滑滑，流行不绝；污为江海，败毁邑里，家无所处。闻虎不惧，向我笑喜。
tong'ren'zhi'wei'ji 同人之未济：桑户窃脂，啄粟不宜；乱政无常，使心孔明。
da'you'zhi'da'you 大有之大有：白虎张牙，征伐东来；朱雀前驱，赞道说辞；敌人请服，衘璧前趋。
da'you'zhi'gan 大有之乾：南山大行，困于空桑；老沙为石，牛马无粮。
da'you'zhi'kun 大有之坤：蟠枝失岐，与母别离，绝不相知。
da'you'zhi'tun 大有之屯：譐譐所言，莫知我恒；欢乐坚固，可以长安。
da'you'zhi'meng 大有之蒙：李梅零坠，心思愦愦；怀忧少愧，乱我魂气。
da'you'zhi'xu 大有之需：火虽炽，在吾后；寇虽多，在吾右；身安吉，不危殆。
da'you'zhi'song 大有之讼：虎卧山隅，鹿过后朐。弓矢设张，猬为功曹，伏不敢起；逐至平野，得我美草。
da'you'zhi'shi 大有之师：三火起明，两灭其光；高位疾巅，骄恣诛伤。
da'you'zhi'bi 大有之比：匹君楚马，遇谗无辜，久旅离忧。
da'you'zhi'xiao'xu 大有之小畜：一室百子，同公异母；以义防患，祸灾不起。
da'you'zhi'lv 大有之履：商人行旅，资所无有；贪贝利珠，留连王市；还旋内顾，公子何咎？
da'you'zhi'tai 大有之泰：禹将为君，北入昆仑；稍进扬光，登入温汤，代舜为治，功德昭明。
da'you'zhi'pi 大有之否：乾行天德，覆帱无极；呕呼烹熟，使各自得。
da'you'zhi'tong'ren 大有之同人：南国盛茂，黍稷醴酒；可以享老，乐以嘉友。
da'you'zhi'qian 大有之谦：方船备水，旁河然火；终身无祸。
da'you'zhi'yu 大有之豫：雷行相逐，无有休息；战于平陆，为夷所覆。
da'you'zhi'sui 大有之随：踯躅踟蹰，拊心搔头；五昼四夜，赌我齐侯。
da'you'zhi'gu 大有之蛊：大口宣唇，神使伸言；黄龙景星，出应侯门，与福上天，天下安昌。
da'you'zhi'lin 大有之临：阴衰老极，阳建其德；离阳载光，天下昭明。
da'you'zhi'guan 大有之观：三涂五岳，阳城太室；神明所伏，独无兵革。
da'you'zhi'ke'shi 大有之噬嗑：年丰岁熟，政仁民乐；利以居止，旅人获福。
da'you'zhi'ben 大有之贲：楚乌逢天，不时久放；离居无群，意昧精丧。作此哀诗，以告孔忧。
da'you'zhi'bo 大有之剥：出门大步，与凶恶忤；骂公詈母，为我忧耻。
da'you'zhi'fu 大有之复：火至井谷，阳芒生角；犯历天户，闚观太微；登上玉床，家易六公。
da'you'zhi'wu'wang 大有之无妄：牧羊逢狼，虽忧不伤；畏怖既息，终无祸殃。
da'you'zhi'da'xu 大有之大畜：茧栗牺牲，敬奉贵神；享者饮食，受福多孙；望季不来，孔圣厄陈。
da'you'zhi'yi 大有之颐：大盖治床，南归羖羊；长伯为我，多得牛马。利于徙居。
da'you'zhi'da'guo 大有之大过：枯树无枝，与子分离。饥寒莫养；独立哀悲。
da'you'zhi'kan 大有之坎：天地九重，尧舜履中；正冠垂裳，宇宙平康。
da'you'zhi'li 大有之离：凫鷖游泾，君子以宁；履德不愆，福禄来成。
da'you'zhi'xian 大有之咸：裸袒逐狐，为人观笑；牝鸡司晨，主作乱根。
da'you'zhi'heng 大有之恒：典册法书，藏在兰台；虽遭乱溃，独不遇灾。
da'you'zhi'dun 大有之遯：三痴俱狂，欲之平乡；迷惑失道，不知昏明。
da'you'zhi'da'zhaung 大有之大壮：瘿瘤疡疥，为身疮害；疾病癃痢，常不属逮。
da'you'zhi'jin 大有之晋：三豕俱走，鬭于虎口；白豕不胜，死于坂下。
da'you'zhi'ming'yi 大有之明夷：赖先之光，受德之佑；虽遭颠沛，独不凶咎。
da'you'zhi'jia'ren 大有之家人：上义崇德，以建大福；明哲且聪，周武立功。
da'you'zhi'kui 大有之睽：四乱不安，东西为患，身止无功。不出国城，乃得全完，赖其生福。
da'you'zhi'jian 大有之蹇：金牙铁齿，西王母子；无有患殆，减害道利。
da'you'zhi'jie 大有之解：贺喜从福，曰利蕃息，欢乐有得。
da'you'zhi'sun 大有之损：昊天白日，照临我国；万民康宁，咸赖嘉福。
da'you'zhi'yi 大有之益：左眇右盲，视暗不明；下民多孽，君失其常。
da'you'zhi'kuai 大有之夬：吾家黍梁，积委道傍；有囊服箱，运到我乡，藏于嘉仓。
da'you'zhi'gou 大有之姤：殊类异路，心不相慕；牝猭无猳，鳏无室家。
da'you'zhi'cui 大有之萃：雀行求食，出门见鹞；颠蹶上下，几无所处。
da'you'zhi'sheng 大有之升：野有积庚，穑人驾取。不逢虎狼，暮归其宇。
da'you'zhi'kun 大有之困：肤敏之德，发愤忘食；虎豹禽说，为王求福。
da'you'zhi'jing 大有之井：光祀春成，陈项鸡鸣；阳明失道，不能自守。
da'you'zhi'ge 大有之革：左抱金玉，右得熊足；常盈不亡，获心所欲。
da'you'zhi'ding 大有之鼎：履泥污足，名困身辱；两仇相得，身为痛疟。
da'you'zhi'zhen 大有之震：安居重迁，不去其亶；未来相闻，乐得常产。
da'you'zhi'gen 大有之艮：天灾所游，凶不可居；转徙获福，留止危忧。
da'you'zhi'jian 大有之渐：昧昧墨墨，不知白黑；景云乱扰，光明隐伏；犬戎来攻，幽主失国。
da'you'zhi'gui'mei 大有之归妹：凫雁哑哑，以水为宅；雌雄相和，心志娱乐。得其所欲。
da'you'zhi'feng 大有之丰：长生无极，子孙千亿；柏柱载器，坚固不倾。
da'you'zhi'lv 大有之旅：麒麟凤凰，善政得祥；阴阳和调，国无灾殃。
da'you'zhi'xun 大有之巽：天之奥隅，尧舜所居；可以存身，保我室家。
da'you'zhi'dui 大有之兑：配合相迎，利之四邻；昏以为期，与福笑喜。
da'you'zhi'huan 大有之涣：砥德砺材，果当成周；拜受大命，封为齐侯。
da'you'zhi'jie 大有之节：与福俱坐，畜水备火；思患豫防，终无殃祸。
da'you'zhi'zhong'fu 大有之中孚：晨昏潜处，候明昭昭；卒连白日，为世荣主。
da'you'zhi'xiao'guo 大有之小过：视曰再光，与天相望；长牛欢悦，以福为多。
da'you'zhi'ji'ji 大有之既济：大头明目，载受嘉福；三雀飞来，与禄相单。
da'you'zhi'wei'ji 大有之未济：楩生荆山，命载输班；袍衣剥脱，夏热冬寒；立饿枯槁，众人莫怜。
qian'zhi'qian 谦之谦：王乔无病，苟头不痛。亡破失履，乏我送从。
qian'zhi'gan 谦之乾：喋嗫处曜，昧冥相待；多言少实，终无成事。
qian'zhi'kun 谦之坤：北辰紫宫，衣冠立中；含和建德，常受大福。铅刀攻玉，坚不可得。
qian'zhi'tun 谦之屯：东璧馀光，数暗不明；主母嫉妬，乱我事业。
qian'zhi'meng 谦之蒙：下背其上，盗明相让；婴子两头，陈破其虚。
qian'zhi'xu 谦之需：凤生会稽，稍巨能飞；翱翔往来，为众鸟雄。
qian'zhi'song 谦之讼：凿井求玉，非卞氏宝；名困身辱，劳无所得。
qian'zhi'shi 谦之师：邦桀载役，道至东莱；百僚具举，君王嘉喜。
qian'zhi'bi 谦之比：安息康居，异国同庐。非吾邦域，使伯忧惑。
qian'zhi'xiao'xu 谦之小畜：江河淮海，天之都市；商人受福，国家富有。
qian'zhi'lv 谦之履：同本异叶，乐仁上德；东邻慕义，来兴吾国。
qian'zhi'tai 谦之泰：白鹤衘珠，夜食为明；怀我德音，身受光荣。
qian'zhi'pi 谦之否：践履危难，脱厄去患；入福喜门，见吾邦君。
qian'zhi'tong'ren 谦之同人：宫商既和，声音相随；骊驹在门，主君以欢。
qian'zhi'da'you 谦之大有：天地配享，六位光明；阴阳顺序，以成厥功。
qian'zhi'yu 谦之豫：江河淮海，天之奥府；众利所聚，可以饶有。乐我君子。
qian'zhi'sui 谦之随：双鸟俱飞，欲归稻池；经涉雚泽，为矢所射。伤我胸臆。
qian'zhi'gu 谦之蛊：留仲叔季，日暮寝寐；羸卧失限，虐我具囊。衘却道傍。
qian'zhi'lin 谦之临：受终文祖，承衰复起；以义自闭，虽苦无咎。
qian'zhi'guan 谦之观：据斗运枢，顺天无忧，与天并居。
qian'zhi'ke'shi 谦之噬嗑：周师伐纣，战于牧野；甲子平旦，天下悦喜。
qian'zhi'ben 谦之贲：十雌百雏，常与母俱；抱鸡搏虎，谁敢害诸？
qian'zhi'bo谦之剥：桀跖并处，人民愁苦；拥兵荷粮，战于齐鲁。
qian'zhi'fu 谦之复：南山昊天，刺政闵身；疾悲无辜，背憎为仇。
qian'zhi'wu'wang 谦之无妄：百川朝海，流行不止；道虽辽远，无不到者。
qian'zhi'da'xu 谦之大畜：目不可合，忧来摇足；悚惕为惧，去我邦域。
qian'zhi'yi 谦之颐：鸟升鹄举，照临东海；龙降庭坚，为陶叔后；封于英六，履禄绥厚。
qian'zhi'da'guo 谦之大过：北方多枣，橘柚所聚；荷囊载黍，盈我筐筥。
qian'zhi'kan 谦之坎：悬狟素餐，食非其任；失望远民，实劳我心。
qian'zhi'li 谦之离：羔羊皮革，君子朝服；辅政扶德，以合万国。
qian'zhi'xian 谦之咸：齐鲁争言，战于龙门；构怨致祸，三岁不安。
qian'zhi'heng 谦之恒：久阴霖雨，涂行泥潦；商人休止，市无所有。
qian'zhi'dun 谦之遯：桃雀窃脂，巢于小枝；摇动不安，为风所吹；寒心栗栗，常忧殆危。
qian'zhi'da'zhaung 谦之大壮：防患备灾，凶恶不来；虽困无忧，未获安休。
qian'zhi'jin 谦之晋：引顺绝粮，与母异门；不见所欢，孰与共言？
qian'zhi'ming'yi 谦之明夷：鰌鰕去海，藏于枯里；街巷褊隘，不得自在；南北极远，渴馁成疾。
qian'zhi'jia'ren 谦之家人：恭宽信敏，功加四海；辟去不祥，喜来从母。
qian'zhi'kui 谦之睽：岁饥无年，虐政害民；乾溪骊山，秦楚结怨。
qian'zhi'jian 谦之蹇：右目无瞳，偏视寡明；十步之外，不知何公？
qian'zhi'jie 谦之解：蜩螗欢喜，草木嘉茂；百菓蕃炽，日益多有。
qian'zhi'sun 谦之损：常德自如，安坐无尤；莘入贵乡，到老安荣。
qian'zhi'yi 谦之益：狡兔趯趯，良犬逐咋；雄雉受害，为鹰所获。
qian'zhi'kuai 谦之夬：春桃生花，季女宜家；受福多年，男为封君。
qian'zhi'gou 谦之姤：山石朽弊，稍崩坠落；上下离心，君受其祟。
qian'zhi'cui 谦之萃：水坏我里，东流为海；龟凫欢嚣，不睹我家。
qian'zhi'sheng 谦之升：七窍龙身，造易八元；法天则地，顺时施恩。富贵长存。
qian'zhi'kun 谦之困：四夷慕德，来兴我国；文君陟降，同受福德。
qian'zhi'jing 谦之井：华首山头，仙道所游；利以居止，长无咎忧。
qian'zhi'ge 谦之革：鸇鸠徒巢，西至平州；遭逢雷雹，辟我苇芦。室家饥寒，思吾故初。
qian'zhi'ding 谦之鼎：狗无前足，阴谋叛背；为身害贼。
qian'zhi'zhen 谦之震：阳孤亢极，多所恨惑；车倾盖亡，身常惊惶。乃得其愿，雌雄相从。
qian'zhi'gen 谦之艮：空槽注猪，豚彘不到；张弓祝鸡，雄父飞去。
qian'zhi'jian 谦之渐：长夜短日，阴为阳贼；万物空枯，藏于北陆。
qian'zhi'gui'mei 谦之归妹：爪牙之士，怨毒祈父。转忧与己，伤不及母。
qian'zhi'feng 谦之丰：拜跪请兔，不德臭腐；挽眉衘指，低头北去。
qian'zhi'lv 谦之旅：有莘季女，为夏妃后；贵夫寿子，母字四海。
qian'zhi'xun 谦之巽：季姜踟蹰，待孟城隅；终日至暮，不见齐侯。
qian'zhi'dui 谦之兑：邯郸反言，父兄生患；涉叔援俎，一死不还。
qian'zhi'huan 谦之涣：逐鹿山巅，利去我西；维邪南北，利无不得。
qian'zhi'jie 谦之节：穿鼻系株，为虎所拘；王母祝榴，祸不成灾，突然自来。
qian'zhi'zhong'fu 谦之中孚：虎豹熊罴，游戏山谷。君子仁贤，皆得所欲。
qian'zhi'xiao'guo 谦之小过：梅李冬实，国多贼盗；扰乱并作，王不能制。
qian'zhi'ji'ji 谦之既济：望幸不到，文章未就。王子逐兔，犬踦不得。
qian'zhi'wei'ji 谦之未济：千柱百梁，终不倾僵；仁智辅圣，周宗宁康。
yu'zhi'yu 豫之豫：冰将泮散，鸣雁噰噰；丁男长女，可以会同。生育圣人。
yu'zhi'gan 豫之乾：龙马上山，绝无水泉；喉燋唇乾，口不能言。
yu'zhi'kun 豫之坤：蔡侯朝楚，留连江滨；逾时历月，思其后君。
yu'zhi'tun 豫之屯：文厄羑里，汤拘夏台；仁圣不害，数困何忧。免于缧索，为世雄侯。
yu'zhi'meng 豫之蒙：典册法书，藏在兰台；虽遭乱溃，独不遇灾。
yu'zhi'xu 豫之需：毡裘膻国，文礼不饬；跨马控弦，伐我都邑。
yu'zhi'song 豫之讼：星陨如雨，弓弱无辅，强阳制阴，不得安土。
yu'zhi'shi 豫之师：蝗啮我稻，驱不可去；实穗无有，但见空藁。
yu'zhi'bi 豫之比：虎饥欲食，为猬而伏。禹导龙门，辟咎除患，元丑以安。
yu'zhi'xiao'xu 豫之小畜：蝙蝠夜藏，不敢昼行。酒为酸浆，鲂臭鲍羹。
yu'zhi'lv 豫之履：精华堕落，形体丑恶；龃龉挫顿，枯槁腐蠹。
yu'zhi'tai 豫之泰：两足不获，难以远行；疾步不能，后旅失时。
yu'zhi'pi 豫之否：令妻寿母，宜家无咎；君子之欢，得以长久。
yu'zhi'tong'ren 豫之同人：蚕饥作室，昏多乱缠；绪不可得。
tong'ren'zhi'yi 豫之大有：子锄执麟，《春秋》作元；阴圣将终，尼父悲心。
yu'zhi'qian 豫之谦：螟虫为贼，害我稼穑；禾殚麦尽，秋无所得。
yu'zhi'sui 豫之随：忧在腹内，山崩为疾；祸起萧墙，竟制其国。
yu'zhi'gu 豫之蛊：茹芝饵黄，饮食玉瑛；与神流通，长无忧凶。
yu'zhi'lin 豫之临：一夫两心，枝刺不深；所为无功，求事不成。
yu'zhi'guan 豫之观：十里望烟，散涣四方；形容灭亡，终不见君。
yu'zhi'ke'shi 豫之噬嗑：张弓廓弩，经涉山道；虽有伏虎，谁敢害诸？
yu'zhi'ben 豫之贲：泉闭泽竭，王母饥渴；君子困穷，乃徐有说。
yu'zhi'bo 豫之剥：野鸢山鹊，奕棊六博；三枭四散，主人胜客。
yu'zhi'fu 豫之复：羊惊马走，上下挥扰；鼓音不绝，顷公奔败。
yu'zhi'wu'wang 豫之无妄：黄帝神明，八子圣聪；俱受大福，天下康平。
yu'zhi'da'xu 豫之大畜：住车醊酒，疾风暴起；泛乱福器，飞扬位草。明神降禄，道无害寇。
